       lat_sta1        lon_sta1        lat_sta2        lon_sta2            vg        err-vg     sta1         sta2
       24.34500        55.54000        11.53000        42.85000          3.65499      0.0       AE.ALN        G.ATD
       24.06000        55.75000        37.07000        25.53000          3.44999      0.1       AE.ALN       GE.APE
       24.06000        55.75000        29.85500        34.99000          3.57999      0.1       AE.ALN       GE.EIL
       24.06000        55.75000        35.11000        26.22000          3.67999      0.1       AE.ALN       GE.ZKR
       24.34500        55.54000        42.52500        43.96500          3.22500      0.2       AE.ALN      GO.GUDG
       24.34500        55.54000        36.47000        27.85000          3.29499      0.4       AE.ALN       HL.ARG
       24.06000        55.75000        32.80000        52.81000          3.26000      0.1       AE.ALN      IB.NASN
       24.06000        55.75000        43.96000        42.69000          3.55499      0.1       AE.ALN       II.KIV
       24.06000        55.75000        23.52000        45.50000          3.70999      0.1       AE.ALN      II.RAYN
       24.06000        55.75000        33.43000        59.02000          3.62999      0.1       AE.ALN      IR.AFRZ
       24.06000        55.75000        27.40000        56.17000          3.08000      0.1       AE.ALN      IR.GENO
       24.06000        55.75000        33.97000        52.14000          3.29999      0.1       AE.ALN      IR.KRSH
       24.06000        55.75000        25.36000        61.14000          3.02000      0.1       AE.ALN      IR.NGCH
       24.06000        55.75000        36.43000        50.65000          3.39999      0.1       AE.ALN      IR.QALM
       24.06000        55.75000        34.35000        52.24000          3.17000      0.1       AE.ALN       IR.SFB
       24.06000        55.75000        35.27000        60.33000          3.29999      0.1       AE.ALN      IR.TBJM
       24.06000        55.75000        31.53000        34.92000          3.56999      0.1       AE.ALN      IS.AMAZ
       24.06000        55.75000        33.08333        35.48333          3.61333      0.2       AE.ALN       IS.GEM
       24.06000        55.75000        30.91000        34.40000          3.60999      0.1       AE.ALN      IS.KZIT
       24.06000        55.75000        32.44000        35.42000          3.61499      0.1       AE.ALN      IS.MMLI
       24.06000        55.75000        34.54000        69.04000          3.57999      0.1       AE.ALN       IU.KBL
       24.06000        55.75000        41.45000        41.62000          3.69999      0.1       AE.ALN       KO.BCA
       24.06000        55.75000        37.06000        27.31000          3.37499      0.1       AE.ALN      KO.BODT
       24.06000        55.75000        41.24000        28.51000          3.52999      0.1       AE.ALN      KO.CTKS
       24.06000        55.75000        39.07000        26.91000          3.43999      0.1       AE.ALN       KO.DKL
       24.06000        55.75000        35.53000        34.17000          3.35999      0.1       AE.ALN      KO.EREN
       24.34500        55.54000        40.43500        27.96000          3.51999      0.1       AE.ALN      KO.KCTX
       24.06000        55.75000        39.48000        71.80000          3.23000      0.1       AE.ALN       KR.DRK
       24.06000        55.75000        38.66000        69.16000          3.70999      0.1       AE.ALN      TJ.CHGR
       24.06000        55.75000        39.00000        70.32000          3.45999      0.1       AE.ALN      TJ.GARM
       24.06000        55.75000        24.07000        51.69000          3.62999      0.1       AE.ALN      UE.SLWR
       24.94000        52.85000        25.37000        56.16000          3.06000      0.1       AE.JRN       AE.MSF
       24.94000        52.85000        24.95000        56.20000          3.41999      0.1       AE.JRN      II.UOSS
       24.94000        52.85000        29.49000        60.87000          3.50999      0.1       AE.JRN      IR.SZD1
       24.94000        52.85000        39.59000        39.72000          3.42999      0.1       AE.JRN      KO.ERZN
       24.94000        52.85000        39.83000        26.33000          3.73999      0.1       AE.JRN       KO.EZN
       24.94000        52.85000        39.98000        44.24000          3.65999      0.1       AE.JRN      KO.TASB
       24.94000        52.85000        25.30000        56.30000          3.35499      0.1       AE.JRN       OM.MDH
       24.94000        52.85000        37.56000        68.12000          3.64999      0.1       AE.JRN      TJ.SHAA
       25.45000        55.91000        11.53000        42.85000          3.61499      0.1       AE.MSF        G.ATD
       25.25800        56.22400        36.65000        25.48800          3.66499      0.0       AE.MSF       GE.APE
       25.20667        56.22000        35.06667        33.39667          3.67833      0.1       AE.MSF       GE.CSS
       25.40800        56.19200        29.89200        34.99800          3.72199      0.1       AE.MSF       GE.EIL
       25.33500        56.23000        36.37000        25.46000          3.66499      0.0       AE.MSF      GE.SANT
       25.33500        56.23000        35.11000        26.22000          3.64499      0.0       AE.MSF       GE.ZKR
       25.20667        56.22000        41.06667        25.71000          3.46499      0.2       AE.MSF       HL.RDO
       25.33500        56.23000        43.96000        42.69000          3.41999      0.1       AE.MSF       II.KIV
       25.37000        56.16000        23.52000        45.50000          3.72999      0.1       AE.MSF      II.RAYN
       25.33500        56.23000        29.86000        57.54000          3.24499      0.0       AE.MSF      IR.CHMN
       25.37000        56.16000        35.91000        60.35000          3.83999      0.1       AE.MSF      IR.JRKH
       25.33500        56.23000        34.35000        52.24000          3.26000      0.1       AE.MSF       IR.SFB
       25.41750        56.20000        31.37500        34.79000          3.47874      0.3       AE.MSF      IS.AMAZ
       25.45063        56.16625        33.04187        35.43313          3.63749      0.0       AE.MSF       IS.GEM
       25.54400        56.18800        32.67000        35.41000          3.57199      0.2       AE.MSF      IS.MMLI
       25.24750        56.20500        40.10500        28.22500          3.51249      0.1       AE.MSF      KO.BALB
       25.41750        56.20000        37.14250        30.43500          3.42749      0.2       AE.MSF       KO.BCK
       25.14250        56.21500        37.03750        27.49500          3.61874      0.1       AE.MSF      KO.BODT
       25.45667        56.16667        36.97667        27.72667          3.62833      0.1       AE.MSF       KO.DAT
       25.41750        56.20000        36.90000        29.87250          3.48499      0.3       AE.MSF       KO.ELL
       25.71000        56.15000        36.73000        28.86500          3.38749      0.2       AE.MSF      KO.FETY
       25.37000        56.16000        37.17000        37.21000          3.54999      0.1       AE.MSF       KO.GAZ
       25.40000        56.04000        39.05333        29.26667          3.08666      0.3       AE.MSF      KO.GEDZ
       25.13667        56.22667        40.37833        28.75000          3.51333      0.1       AE.MSF      KO.KCTX
       25.23000        56.24000        37.24500        35.79000          3.51374      0.1       AE.MSF      KO.KOZT
       25.33500        56.23000        38.20000        32.36000          3.51499      0.1       AE.MSF      KO.LADK
       25.33500        56.23000        35.11000        32.84000          3.59999      0.1       AE.MSF       KO.LEF
       25.41750        56.20000        36.95750        28.20250          3.64874      0.1       AE.MSF       KO.YER
       25.37000        56.16000        43.10000        70.51000          3.29999      0.1       AE.MSF      KZ.KKAR
       25.37000        56.16000        38.66000        69.16000          3.49999      0.1       AE.MSF      TJ.CHGR
       25.37000        56.16000        37.53000        71.66000          3.31999      0.1       AE.MSF     TJ.MANEM
       25.33500        56.23000        24.07000        51.69000          3.59999      0.0       AE.MSF      UE.SLWR
       26.05000        56.14000        37.07000        25.53000          3.70999      0.1       AE.SHM       GE.APE
       26.05000        56.14000        34.96000        33.33000          3.78999      0.1       AE.SHM       GE.CSS
       26.05000        56.14000        29.69000        34.98000          3.43666      0.5       AE.SHM       GE.EIL
       25.79000        55.90000        35.11000        26.22000          3.58999      0.1       AE.SHM       GE.ZKR
       26.05000        56.14000        42.59000        43.45000          2.91000      0.1       AE.SHM       GO.ONI
       26.05000        56.14000        41.76000        44.80000          3.17000      0.1       AE.SHM      GO.SEAG
       26.05000        56.14000        32.80000        52.81000          3.07000      0.1       AE.SHM      IB.NASN
       26.05000        56.14000        43.96000        42.69000          3.32999      0.1       AE.SHM       II.KIV
       26.05000        56.14000        23.52000        45.50000          3.62999      0.1       AE.SHM      II.RAYN
       26.05000        56.14000        34.70000        46.39000          3.12000      0.1       AE.SHM       IR.DHR
       26.05000        56.14000        35.44000        51.28000          3.35999      0.1       AE.SHM       IR.HSB
       26.05000        56.14000        33.97000        52.14000          2.88000      0.1       AE.SHM      IR.KRSH
       26.05000        56.14000        27.34000        53.16000          2.93000      0.1       AE.SHM      IR.LMD1
       26.05000        56.14000        34.35000        52.24000          3.26000      0.1       AE.SHM       IR.SFB
       26.05000        56.14000        31.53000        34.92000          3.64999      0.1       AE.SHM      IS.AMAZ
       25.66000        55.78000        33.05000        35.44333          3.61181      0.1       AE.SHM       IS.GEM
